subscription_id,customer_id,start_date,end_date,status,monthly_recurring_revenue
SUB-000472,CUST-01698,2024-02-01,,active,90.78
SUB-000473,CUST-04120,2025-01-02,,active,223.96
SUB-000474,CUST-02246,2024-11-04,2025-12-30,churned,120.16
SUB-000475,CUST-02866,2024-02-19,,active,65.57
SUB-000476,CUST-00970,2025-02-12,,active,406.82
SUB-000477,CUST-01898,2025-06-01,,paused,136.27
SUB-000478,CUST-04213,2025-05-31,2025-01-07,churned,390.65
SUB-000479,CUST-00466,2024-09-18,,active,285.01
SUB-000480,CUST-02193,2025-01-21,,active,203.13
SUB-000481,CUST-02327,2024-05-19,,active,241.39
SUB-000482,CUST-02768,2025-01-03,,active,79.33
SUB-000483,CUST-01518,2024-12-21,,active,233.29
SUB-000484,CUST-00854,2025-05-22,,active,266.02
SUB-000485,CUST-00997,2025-09-08,,active,354.24
SUB-000486,CUST-01568,2025-04-10,,active,245.47
SUB-000487,CUST-02363,2024-06-03,,active,59.4
SUB-000488,CUST-01384,2024-07-01,,active,146.4
SUB-000489,CUST-00654,2025-07-27,,paused,137.91
SUB-000490,CUST-00297,2025-05-07,,active,331.48
SUB-000491,CUST-03043,2024-11-15,,active,72.01
SUB-000492,CUST-00198,2024-01-05,2025-11-21,churned,582.96
SUB-000493,CUST-02842,2025-10-02,,active,13.0
SUB-000494,CUST-03442,2025-05-25,,active,525.81
SUB-000495,CUST-00301,2024-07-24,,active,43.35
SUB-000496,CUST-03171,2024-01-21,2025-08-19,churned,478.59
SUB-000497,CUST-00730,2025-02-08,,active,222.36
SUB-000498,CUST-04016,2025-01-28,,active,163.75
SUB-000499,CUST-02924,2024-02-14,2025-05-31,churned,130.24
SUB-000500,CUST-04861,2024-10-29,2025-03-13,churned,486.17
SUB-000501,CUST-00934,2025-05-30,2025-01-21,churned,164.2
SUB-000502,CUST-04489,2025-07-13,2025-09-06,churned,89.8
SUB-000503,CUST-01951,2024-09-06,,active,330.93
SUB-000504,CUST-04716,2025-05-04,,active,319.32
SUB-000505,CUST-01998,2025-05-12,,active,154.97
SUB-000506,CUST-00455,2025-06-29,,active,249.2
SUB-000507,CUST-04641,2024-12-10,,paused,184.82
SUB-000508,CUST-02948,2025-08-04,,active,128.32
SUB-000509,CUST-00931,2025-03-08,,active,212.98
SUB-000510,CUST-03625,2024-06-11,2025-06-21,churned,148.27
SUB-000511,CUST-02796,2025-02-20,,active,86.6
SUB-000512,CUST-04732,2024-12-22,,active,182.36
SUB-000513,CUST-04512,2025-05-28,,paused,158.79
SUB-000514,CUST-00037,2024-11-22,2025-10-03,churned,225.23
SUB-000515,CUST-00319,2024-01-07,,active,369.73
SUB-000516,CUST-04317,2024-06-23,,active,89.01
SUB-000517,CUST-04844,2025-05-12,,active,136.38
SUB-000518,CUST-03786,2024-04-19,,active,95.36
SUB-000519,CUST-04182,2024-05-03,,active,188.6
SUB-000520,CUST-01889,2025-04-01,,active,189.22
SUB-000521,CUST-01484,2024-11-28,,active,226.63
SUB-000522,CUST-04391,2025-04-02,2025-02-02,churned,148.05
SUB-000523,CUST-04342,2024-02-24,,active,376.99
SUB-000524,CUST-03132,2024-08-12,2025-04-16,churned,63.25
SUB-000525,CUST-02975,2025-08-28,,active,443.45
SUB-000526,CUST-01810,2025-07-03,2025-03-06,churned,151.25
SUB-000527,CUST-04096,2025-06-07,,active,143.18
SUB-000528,CUST-00831,2024-11-30,,active,191.19
SUB-000529,CUST-02286,2024-03-21,,active,80.72
SUB-000530,CUST-01739,2024-07-14,,active,95.38
SUB-000531,CUST-03775,2024-06-02,,active,53.42
SUB-000532,CUST-02253,2025-02-16,2025-11-14,churned,138.43
SUB-000533,CUST-02572,2024-05-02,,active,263.46
SUB-000534,CUST-03970,2025-03-21,,active,139.56
SUB-000535,CUST-00903,2024-06-18,,active,379.44
SUB-000536,CUST-03171,2024-03-08,,active,206.88
SUB-000537,CUST-03147,2024-12-17,,active,137.75
SUB-000538,CUST-03062,2025-04-14,,active,215.69
SUB-000539,CUST-01759,2024-08-18,,active,177.55
SUB-000540,CUST-02134,2024-11-23,,active,119.86
SUB-000541,CUST-03179,2024-09-14,2025-07-24,churned,37.45
SUB-000542,CUST-00672,2024-05-02,,paused,304.24
SUB-000543,CUST-00863,2024-01-06,2025-10-23,churned,241.86
SUB-000544,CUST-03410,2025-01-04,,active,185.13
SUB-000545,CUST-00081,2024-10-03,,active,39.94
SUB-000546,CUST-04904,2025-10-09,,active,286.06
SUB-000547,CUST-03331,2025-02-03,2025-04-23,churned,157.01
SUB-000548,CUST-01349,2025-08-13,,active,149.65
SUB-000549,CUST-04290,2024-05-04,,active,110.19
SUB-000550,CUST-04683,2024-01-11,,paused,96.68
SUB-000551,CUST-04921,2024-05-16,,active,230.3
SUB-000552,CUST-00027,2025-09-20,,active,142.96
SUB-000553,CUST-04617,2025-04-12,,active,281.85
SUB-000554,CUST-04694,2024-09-27,,active,71.13
SUB-000555,CUST-04164,2024-03-18,2025-07-19,churned,65.51
SUB-000556,CUST-04220,2024-01-27,,active,103.34
SUB-000557,CUST-04935,2024-04-16,,active,78.41
SUB-000558,CUST-01371,2025-06-27,,active,146.76
SUB-000559,CUST-04505,2025-08-27,,active,453.94
SUB-000560,CUST-00432,2025-06-07,2025-05-11,churned,160.89
SUB-000561,CUST-01311,2025-08-20,,active,168.66
SUB-000562,CUST-01015,2024-03-11,,active,270.84
SUB-000563,CUST-01096,2025-07-29,,active,119.21
SUB-000564,CUST-04034,2025-01-05,,active,145.47
SUB-000565,CUST-04211,2025-03-27,,active,85.23
SUB-000566,CUST-04608,2025-05-21,2025-10-27,churned,245.8
SUB-000567,CUST-01448,2024-01-27,,paused,101.89
SUB-000568,CUST-02957,2025-09-27,,active,778.91
SUB-000569,CUST-00849,2024-04-02,,active,174.98
SUB-000570,CUST-04000,2025-02-08,,active,300.1
SUB-000571,CUST-01172,2025-04-01,,paused,318.43
SUB-000572,CUST-00378,2025-06-19,,active,168.1
SUB-000573,CUST-04242,2024-10-26,,active,56.69
SUB-000574,CUST-02281,2024-12-02,,active,189.04
SUB-000575,CUST-02377,2025-06-29,,active,80.16
SUB-000576,CUST-03655,2025-01-15,,active,91.18
SUB-000577,CUST-01696,2024-10-05,2025-06-05,churned,263.34
SUB-000578,CUST-03851,2025-06-22,,active,442.06
SUB-000579,CUST-02085,2024-07-28,2025-12-27,churned,122.91
SUB-000580,CUST-04420,2024-09-12,,paused,49.75
SUB-000581,CUST-00740,2025-05-28,,active,380.76
SUB-000582,CUST-02424,2024-05-24,,active,114.66
SUB-000583,CUST-01621,2025-07-17,2025-05-25,churned,120.76
SUB-000584,CUST-02831,2025-08-25,,active,106.23
SUB-000585,CUST-04900,2024-11-13,,active,555.1
SUB-000586,CUST-03740,2024-05-19,,active,138.49
SUB-000587,CUST-04259,2025-03-12,,active,238.76
SUB-000588,CUST-01875,2024-08-06,,active,117.63
SUB-000589,CUST-01055,2024-03-20,,active,263.46
SUB-000590,CUST-03154,2024-12-28,2025-05-25,churned,17.44
SUB-000591,CUST-00341,2025-04-24,,active,66.49
SUB-000592,CUST-01587,2025-04-16,2025-10-20,churned,72.51
SUB-000593,CUST-01140,2024-12-25,,active,169.29
SUB-000594,CUST-03515,2024-12-12,,active,461.0
SUB-000595,CUST-01415,2024-12-03,2025-09-29,churned,185.82
SUB-000596,CUST-04997,2025-09-17,,active,396.65
SUB-000597,CUST-01834,2025-10-09,,active,126.81
SUB-000598,CUST-00406,2025-01-18,,active,94.74
SUB-000599,CUST-02413,2024-02-21,2025-09-23,churned,347.65
SUB-000600,CUST-03889,2024-04-09,,active,106.83
SUB-000601,CUST-00756,2025-03-28,,active,48.73
SUB-000602,CUST-00967,2025-08-20,,active,140.39
SUB-000603,CUST-00316,2025-10-02,,active,321.46
SUB-000604,CUST-04334,2025-02-07,,active,187.83
SUB-000605,CUST-02443,2025-04-21,,active,133.68
SUB-000606,CUST-04371,2024-02-20,,paused,382.58
SUB-000607,CUST-01551,2024-12-09,,active,166.24
SUB-000608,CUST-01216,2025-01-20,,paused,117.24
SUB-000609,CUST-04497,2025-10-09,2025-06-22,churned,138.52
SUB-000610,CUST-01600,2024-08-20,,active,452.03
SUB-000611,CUST-00515,2025-01-28,,active,115.97
SUB-000612,CUST-00181,2025-10-07,,active,58.49
SUB-000613,CUST-04445,2024-09-22,,active,96.11
SUB-000614,CUST-04519,2025-03-18,,active,59.86
SUB-000615,CUST-01032,2024-01-03,2025-05-02,churned,250.27
SUB-000616,CUST-00288,2024-09-04,,active,70.79
SUB-000617,CUST-01604,2024-04-02,,active,51.61
SUB-000618,CUST-00075,2025-05-01,,active,253.39
SUB-000619,CUST-03546,2025-05-28,2025-05-24,churned,79.77
SUB-000620,CUST-00703,2024-04-23,,active,483.19
SUB-000621,CUST-01591,2024-09-15,2025-11-17,churned,195.56
SUB-000622,CUST-02145,2024-01-01,2025-06-20,churned,167.02
SUB-000623,CUST-02758,2024-05-31,,active,58.71
SUB-000624,CUST-04199,2025-07-02,,active,104.44
SUB-000625,CUST-00707,2024-04-20,,active,128.67
SUB-000626,CUST-00699,2025-03-23,,paused,25.65
SUB-000627,CUST-02798,2024-12-05,,active,83.32
SUB-000628,CUST-01379,2025-02-20,,active,146.72
SUB-000629,CUST-04627,2024-11-04,2025-07-15,churned,131.43
SUB-000630,CUST-04652,2025-10-03,,active,127.81
SUB-000631,CUST-04920,2024-03-01,,active,3.3
SUB-000632,CUST-03245,2024-02-25,2025-11-22,churned,32.68
SUB-000633,CUST-00964,2024-11-22,,active,105.55
SUB-000634,CUST-03961,2024-10-18,,paused,30.36
SUB-000635,CUST-01061,2024-07-27,,active,133.02
SUB-000636,CUST-01951,2024-01-27,2025-07-21,churned,72.04
SUB-000637,CUST-01435,2024-03-14,2025-12-16,churned,66.37
SUB-000638,CUST-00968,2024-08-28,,active,55.83
SUB-000639,CUST-03203,2025-03-14,,active,237.16
SUB-000640,CUST-04778,2024-05-11,,active,151.44
SUB-000641,CUST-01364,2025-06-21,,active,420.51
SUB-000642,CUST-01129,2024-08-12,,active,282.11
SUB-000643,CUST-02884,2024-10-08,,active,416.83
SUB-000644,CUST-01167,2025-03-15,,active,165.41
SUB-000645,CUST-01866,2025-07-24,2025-04-02,churned,96.65
SUB-000646,CUST-02091,2024-09-21,,active,356.29
SUB-000647,CUST-00411,2025-05-12,,active,333.88
SUB-000648,CUST-03071,2024-11-13,,active,216.02
SUB-000649,CUST-02579,2025-03-10,2025-02-21,churned,149.08
SUB-000650,CUST-03165,2025-03-04,,active,407.87
SUB-000651,CUST-00732,2024-11-27,2025-01-10,churned,9.58
SUB-000652,CUST-00906,2024-03-18,,active,155.79
SUB-000653,CUST-02793,2025-02-22,,active,209.51
SUB-000654,CUST-00632,2024-11-25,,active,333.92
SUB-000655,CUST-04861,2025-05-31,,active,96.38
SUB-000656,CUST-04763,2024-03-02,,active,167.93
SUB-000657,CUST-04331,2024-11-18,,active,255.39
SUB-000658,CUST-01935,2024-09-04,,active,166.59
SUB-000659,CUST-03649,2025-02-09,,active,515.81
SUB-000660,CUST-01517,2024-07-25,,active,24.87
SUB-000661,CUST-00916,2024-10-23,,paused,450.97
SUB-000662,CUST-03382,2024-11-24,,active,158.55
SUB-000663,CUST-01848,2025-06-16,,active,198.77
SUB-000664,CUST-03829,2025-01-25,,active,163.75
SUB-000665,CUST-03550,2025-06-15,,active,130.97
SUB-000666,CUST-03628,2025-06-28,,active,125.88
SUB-000667,CUST-00050,2024-02-09,,active,104.02
SUB-000668,CUST-00860,2024-09-01,,active,83.76
SUB-000669,CUST-02696,2024-05-06,,active,108.55
SUB-000670,CUST-01987,2024-10-01,,active,136.62
SUB-000671,CUST-02807,2025-09-24,,active,263.39
SUB-000672,CUST-01280,2024-07-28,,paused,753.67
SUB-000673,CUST-01132,2024-09-30,,active,319.88
SUB-000674,CUST-00053,2024-10-18,,paused,231.42
SUB-000675,CUST-00414,2025-01-14,2025-04-27,churned,104.19
SUB-000676,CUST-04711,2025-05-01,,active,46.4
SUB-000677,CUST-02312,2025-04-22,,active,167.84
SUB-000678,CUST-03222,2024-02-11,,active,196.01
SUB-000679,CUST-02625,2024-11-06,,active,418.98
SUB-000680,CUST-00282,2025-03-30,,active,291.62
SUB-000681,CUST-03336,2024-11-04,,active,134.9
SUB-000682,CUST-03553,2024-03-27,,paused,512.22
SUB-000683,CUST-03476,2024-12-03,,active,47.07
SUB-000684,CUST-02722,2024-06-25,,active,407.93
SUB-000685,CUST-02693,2024-12-30,,paused,448.47
SUB-000686,CUST-04734,2025-08-06,,active,228.65
SUB-000687,CUST-03316,2024-07-31,2025-11-08,churned,61.32
SUB-000688,CUST-04654,2024-06-21,,active,132.58
SUB-000689,CUST-03833,2024-05-11,,active,310.45
SUB-000690,CUST-01213,2024-10-29,2025-07-20,churned,102.28
SUB-000691,CUST-02556,2025-06-12,,active,171.29
SUB-000692,CUST-01518,2024-03-01,,active,150.35
SUB-000693,CUST-01547,2025-08-01,2025-09-08,churned,134.49
SUB-000694,CUST-01741,2024-10-08,,paused,595.59
SUB-000695,CUST-04046,2024-04-05,,active,82.81
SUB-000696,CUST-01729,2024-08-08,,active,47.34
SUB-000697,CUST-00811,2024-06-12,,active,106.88
SUB-000698,CUST-02728,2025-09-24,,active,139.79
SUB-000699,CUST-01429,2025-05-12,2025-08-29,churned,105.67
SUB-000700,CUST-03791,2024-10-22,,active,255.03
SUB-000701,CUST-02509,2025-05-13,,active,93.84
SUB-000702,CUST-01662,2024-09-12,,active,345.43
SUB-000703,CUST-02252,2025-05-10,,active,416.03
SUB-000704,CUST-04729,2025-10-10,,active,44.42
SUB-000705,CUST-01069,2025-03-02,,active,88.54
SUB-000706,CUST-01646,2024-05-05,,active,146.99
SUB-000707,CUST-03190,2024-05-13,,paused,207.53
SUB-000708,CUST-03131,2025-09-24,,paused,167.46
SUB-000709,CUST-04246,2025-03-01,,active,358.92
SUB-000710,CUST-04298,2025-03-21,,active,104.66
SUB-000711,CUST-00850,2024-05-26,,paused,174.32
SUB-000712,CUST-01524,2025-02-22,,active,156.08
SUB-000713,CUST-02572,2025-07-14,,active,140.41
SUB-000714,CUST-00969,2025-09-15,,active,17.18
SUB-000715,CUST-03793,2024-05-01,,active,263.5
SUB-000716,CUST-01497,2024-09-21,,active,124.84
SUB-000717,CUST-01710,2024-12-27,,active,202.76
SUB-000718,CUST-00703,2025-02-26,2025-02-07,churned,321.34
SUB-000719,CUST-01897,2024-09-07,2025-02-20,churned,234.49
SUB-000720,CUST-02812,2024-10-30,2025-03-16,churned,52.21
SUB-000721,CUST-02139,2025-03-16,,active,457.92
SUB-000722,CUST-04053,2025-03-08,,active,116.51
SUB-000723,CUST-03895,2024-05-13,,active,220.42
SUB-000724,CUST-00711,2024-08-01,,active,245.54
SUB-000725,CUST-02891,2024-10-19,,active,75.34
SUB-000726,CUST-03845,2025-10-09,,active,90.37
SUB-000727,CUST-03416,2024-09-26,,active,76.51
SUB-000728,CUST-01281,2024-01-22,,active,65.71
SUB-000729,CUST-01924,2024-10-01,,active,108.72
SUB-000730,CUST-02054,2024-12-14,,active,107.05
SUB-000731,CUST-00012,2025-10-07,2025-03-25,churned,30.54
SUB-000732,CUST-01161,2024-02-10,,active,143.25
SUB-000733,CUST-01316,2025-06-08,,active,65.16
SUB-000734,CUST-04410,2025-03-20,,active,505.76
SUB-000735,CUST-04824,2024-09-29,2025-04-11,churned,174.51
SUB-000736,CUST-01949,2024-09-09,,active,157.5
SUB-000737,CUST-01673,2024-09-18,,active,58.8
SUB-000738,CUST-02858,2024-06-29,2025-04-10,churned,99.34
SUB-000739,CUST-04088,2024-03-29,,active,191.92
SUB-000740,CUST-02108,2024-09-22,,active,132.97
SUB-000741,CUST-02557,2024-12-09,2025-08-21,churned,399.6
SUB-000742,CUST-03470,2025-06-18,,active,426.16
SUB-000743,CUST-00911,2024-07-30,,active,412.02
SUB-000744,CUST-01326,2024-01-18,,active,71.71
SUB-000745,CUST-01708,2024-04-30,,active,213.96
SUB-000746,CUST-03719,2024-01-09,,active,70.05
SUB-000747,CUST-02619,2024-01-23,,active,221.81
SUB-000748,CUST-00578,2024-07-24,,paused,145.55
SUB-000749,CUST-02030,2024-08-09,,paused,80.44
SUB-000750,CUST-03919,2025-04-10,2025-03-16,churned,375.35
SUB-000751,CUST-00017,2024-06-07,,active,139.29
SUB-000752,CUST-02636,2024-04-18,,active,146.48
SUB-000753,CUST-00533,2024-01-13,2025-03-25,churned,583.53
SUB-000754,CUST-01203,2025-05-24,,active,25.79
SUB-000755,CUST-00915,2024-10-29,,paused,395.71
SUB-000756,CUST-02889,2024-05-10,,active,159.33
SUB-000757,CUST-02857,2024-05-24,2025-10-06,churned,286.8
SUB-000758,CUST-03945,2025-01-13,,active,34.36
SUB-000759,CUST-02212,2024-08-21,,active,84.38
SUB-000760,CUST-01363,2024-08-10,2025-04-05,churned,201.71
SUB-000761,CUST-00467,2025-05-03,,active,305.55
SUB-000762,CUST-02605,2024-12-09,,active,150.51
SUB-000763,CUST-03234,2024-11-08,,active,52.96
SUB-000764,CUST-03597,2024-02-17,2025-10-25,churned,143.76
SUB-000765,CUST-03169,2024-03-06,2025-08-21,churned,224.09
SUB-000766,CUST-04213,2025-09-02,2025-10-07,churned,160.13
SUB-000767,CUST-02524,2025-09-20,,active,420.82
SUB-000768,CUST-01695,2024-03-10,,active,178.73
SUB-000769,CUST-00264,2024-03-15,,active,135.04
SUB-000770,CUST-02868,2024-12-04,,active,170.55
SUB-000771,CUST-00434,2024-01-11,,active,64.14
SUB-000772,CUST-01625,2024-12-12,,active,410.11
SUB-000773,CUST-02249,2025-03-27,,paused,190.67
SUB-000774,CUST-01351,2024-02-25,,active,199.12
SUB-000775,CUST-04375,2025-04-01,2025-07-16,churned,59.6
SUB-000776,CUST-04299,2024-07-05,2025-10-06,churned,461.3
SUB-000777,CUST-00029,2024-05-10,,active,331.58
SUB-000778,CUST-03051,2024-06-09,,active,460.85
SUB-000779,CUST-04937,2025-08-08,,active,403.06
SUB-000780,CUST-03404,2024-06-03,,active,665.38
SUB-000781,CUST-01252,2025-08-21,2025-08-22,churned,148.0
SUB-000782,CUST-01962,2024-12-30,,active,562.5
SUB-000783,CUST-00790,2024-02-27,2025-12-21,churned,142.6
SUB-000784,CUST-02020,2025-09-26,,active,127.18
SUB-000785,CUST-04238,2025-01-02,2025-11-22,churned,211.83
SUB-000786,CUST-04142,2024-05-19,,active,157.01
SUB-000787,CUST-01901,2025-01-23,2025-03-30,churned,221.12
SUB-000788,CUST-03003,2025-08-22,,active,187.3
SUB-000789,CUST-04900,2025-09-13,,active,194.45
SUB-000790,CUST-01337,2024-07-01,,active,138.03
SUB-000791,CUST-03828,2025-03-30,,active,174.39
SUB-000792,CUST-03694,2024-09-26,,active,35.28
SUB-000793,CUST-01877,2025-09-22,,active,190.88
SUB-000794,CUST-00002,2025-06-04,,active,236.32
SUB-000795,CUST-00076,2024-02-25,2025-09-28,churned,326.1
SUB-000796,CUST-01021,2024-10-31,,active,180.65
SUB-000797,CUST-00671,2024-08-15,,active,172.4
SUB-000798,CUST-01728,2025-01-16,,active,85.34
SUB-000799,CUST-03297,2024-10-03,,active,80.78
SUB-000800,CUST-01889,2025-01-19,,paused,89.83
SUB-000801,CUST-00443,2024-08-17,,active,215.19
SUB-000802,CUST-02409,2025-05-24,,active,136.07
SUB-000803,CUST-00301,2024-06-24,,active,272.14
SUB-000804,CUST-01742,2024-11-19,,active,57.65
SUB-000805,CUST-00197,2024-01-19,2025-05-21,churned,167.36
SUB-000806,CUST-03924,2024-03-16,,active,381.72
SUB-000807,CUST-02905,2024-10-13,,active,252.51
SUB-000808,CUST-04408,2024-12-26,,active,171.34
SUB-000809,CUST-01768,2025-03-25,,active,531.98
SUB-000810,CUST-02597,2024-02-05,2025-11-25,churned,414.9
SUB-000811,CUST-03676,2024-07-12,,active,105.99
SUB-000812,CUST-03434,2024-10-05,,active,240.64
SUB-000813,CUST-01107,2024-12-24,,active,239.78
SUB-000814,CUST-04871,2024-05-28,,active,138.97
SUB-000815,CUST-00076,2024-10-22,,active,78.09
SUB-000816,CUST-00230,2024-05-06,,active,182.25
SUB-000817,CUST-02395,2024-08-22,,active,154.8
SUB-000818,CUST-01090,2024-11-30,,paused,21.61
SUB-000819,CUST-01061,2025-01-14,2025-07-08,churned,102.83
SUB-000820,CUST-01829,2024-07-17,,active,703.76
SUB-000821,CUST-02537,2024-10-18,,active,107.11
SUB-000822,CUST-00100,2025-05-17,,active,69.36
SUB-000823,CUST-02266,2024-10-10,,active,141.39
SUB-000824,CUST-03463,2025-07-01,,active,361.59
SUB-000825,CUST-04946,2024-01-24,,active,106.34
SUB-000826,CUST-00208,2025-09-08,,active,158.08
SUB-000827,CUST-00454,2024-05-22,,active,71.68
SUB-000828,CUST-01826,2025-08-30,,active,196.24
SUB-000829,CUST-02674,2025-01-30,2025-12-09,churned,66.67
SUB-000830,CUST-00303,2024-01-29,,paused,11.25
SUB-000831,CUST-04748,2025-07-12,,active,135.0
SUB-000832,CUST-00550,2025-03-31,,active,165.85
SUB-000833,CUST-03918,2025-03-08,,active,230.1
SUB-000834,CUST-01692,2025-01-31,,active,29.19
SUB-000835,CUST-01475,2024-10-19,2025-06-13,churned,441.84
SUB-000836,CUST-04829,2024-01-22,2025-05-03,churned,87.78
SUB-000837,CUST-01583,2024-03-31,2025-08-25,churned,318.64
SUB-000838,CUST-02925,2025-04-07,2025-09-18,churned,325.11
SUB-000839,CUST-00269,2025-09-27,,active,409.41
SUB-000840,CUST-01981,2025-08-05,,active,70.44
SUB-000841,CUST-02960,2024-04-15,,active,148.13
SUB-000842,CUST-04165,2025-04-26,,active,106.87
SUB-000843,CUST-02116,2024-06-06,,active,47.85
SUB-000844,CUST-01897,2024-03-13,,active,337.2
SUB-000845,CUST-02121,2024-05-28,,active,253.55
SUB-000846,CUST-01987,2024-01-05,,active,180.78
SUB-000847,CUST-02139,2024-05-17,,paused,65.35
SUB-000848,CUST-03110,2025-08-06,,active,100.62
SUB-000849,CUST-04680,2024-07-26,,active,187.05
SUB-000850,CUST-02155,2025-04-03,,active,141.48
SUB-000851,CUST-02385,2025-05-08,,active,235.45
SUB-000852,CUST-03624,2024-06-04,,active,17.59
SUB-000853,CUST-00486,2025-08-26,,active,508.34
SUB-000854,CUST-03635,2024-06-01,,active,185.37
SUB-000855,CUST-04149,2025-03-27,2025-07-17,churned,75.84
SUB-000856,CUST-03798,2025-09-08,,active,150.94
SUB-000857,CUST-02368,2024-05-13,,active,305.86
SUB-000858,CUST-01985,2024-08-13,,active,189.32
SUB-000859,CUST-02157,2024-10-11,,active,211.69
SUB-000860,CUST-03500,2024-11-23,,active,102.82
SUB-000861,CUST-01760,2025-06-19,,active,163.78
SUB-000862,CUST-04132,2024-07-31,,active,209.5
SUB-000863,CUST-01976,2025-07-20,2025-06-08,churned,30.96
SUB-000864,CUST-02106,2025-07-21,2025-05-22,churned,264.68
SUB-000865,CUST-02367,2025-02-20,2025-05-22,churned,92.71
SUB-000866,CUST-01430,2025-09-04,,active,34.53
SUB-000867,CUST-03811,2025-01-10,2025-12-19,churned,150.6
SUB-000868,CUST-02915,2024-09-08,,active,163.04
SUB-000869,CUST-01811,2024-02-16,2025-08-19,churned,20.06
SUB-000870,CUST-03607,2025-03-10,,active,114.33
SUB-000871,CUST-00205,2024-09-17,,active,98.94
SUB-000872,CUST-00175,2025-04-21,,paused,473.13
SUB-000873,CUST-03572,2024-09-02,,active,165.86
SUB-000874,CUST-01863,2024-01-24,,paused,148.94
SUB-000875,CUST-04635,2024-01-09,,active,183.4
SUB-000876,CUST-02572,2025-01-31,,active,90.43
SUB-000877,CUST-04657,2025-03-08,,active,111.49
SUB-000878,CUST-02177,2024-03-16,,active,77.81
SUB-000879,CUST-02283,2025-09-01,2025-01-11,churned,93.61
SUB-000880,CUST-04532,2025-06-23,2025-03-28,churned,101.14
SUB-000881,CUST-00507,2025-01-29,,active,425.08
SUB-000882,CUST-01161,2024-04-22,,active,416.12
SUB-000883,CUST-01446,2025-01-11,2025-10-27,churned,14.29
SUB-000884,CUST-04249,2024-10-26,,active,19.94
SUB-000885,CUST-01187,2024-11-01,,paused,166.42
SUB-000886,CUST-03192,2024-01-11,,active,66.18
SUB-000887,CUST-00329,2025-06-07,,active,244.38
SUB-000888,CUST-04265,2024-09-05,,active,68.76
SUB-000889,CUST-03945,2024-07-17,,active,92.85
SUB-000890,CUST-03982,2024-03-09,,active,119.72
SUB-000891,CUST-02644,2025-04-12,,active,145.18
SUB-000892,CUST-01930,2025-09-16,,active,40.88
SUB-000893,CUST-01315,2024-04-25,,active,398.87
SUB-000894,CUST-01433,2025-04-10,,active,224.76
SUB-000895,CUST-02512,2025-02-06,,active,194.94
SUB-000896,CUST-03463,2025-08-21,,active,97.11
SUB-000897,CUST-04295,2024-09-27,,active,77.07
SUB-000898,CUST-03129,2024-05-08,,active,315.92
SUB-000899,CUST-01941,2025-02-17,,active,176.85
SUB-000900,CUST-01622,2025-08-02,,active,332.44
SUB-000901,CUST-01683,2024-08-09,2025-04-06,churned,321.68
SUB-000902,CUST-01372,2025-08-13,,active,278.61
